"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"4813","Universitetet i Bergen","06-Jun-2023 12:22:29","University of Bergen","1","","http://www.uib.no/","Norge","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"4842","Uppsala universitet","06-Jun-2023 12:22:29","Uppsala University","1","978-91-554","http://www.uu.se/","Sverige","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"4860","Göteborgs universitet","10-Jul-2023 11:03:50","University of Gothenburg","1","978-91-85974","https://www.gu.se/","Sverige","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"4891","Biologisk institutt","06-Jun-2023 12:22:29","Department of Biology","1","","http://biologi.uio.no/","Norge","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"5269","Riksarkivet","06-Jun-2023 12:22:29","National Archives of Norway","1","978-82-7061","http://www.riksarkivet.no/","Norge","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"5431","Institutt for fredsforskning","06-Jun-2023 12:22:29","International Peace Research Institute, Oslo","1","","http://www.prio.no/","Norge","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"5497","Vestlandsforsking","13-Jul-2023 06:30:19","Western Norway Research Institute","1","978-82-428","http://www.vestforsk.no/","Norge","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"5617","Rikstrygdeverket","06-Jun-2023 12:22:29","National Insurance Administration","1","978-82-551","http://www.trygdeetaten.no","Norge","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"5658","Direktoratet for utviklingshjelp - NORAD","06-Jun-2023 12:22:29","Norwegian Agency for Development Cooperation","1","","http://www.norad.no/","Norge","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"5795","Sida - Sveriges biståndsmyndighet","10-Jul-2023 11:10:55","Swedish Agency for International Development Cooperation (SIDA)","1","","https://www.sida.se/en","Sverige","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"5821","Food and Agriculture Organization of the United Nations (FAO)","10-Jul-2023 11:09:44","Food and Agriculture Organization of the United Nations (FAO)","1","978-92-5","https://www.fao.org/publications/en/","Italia","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"5911","World Bank","06-Jun-2023 12:22:29","World Bank","1","978-0-8213","http://publications.worldbank.org/ecommerce/","USA","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","",""
"5957","International Centre for Ethnic Studies","06-Jun-2023 12:22:29","International Centre for Ethnic Studies","1","","http://www.ices.lk/publications/books.shtml","Sri Lanka","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"6314","ATEE - Association for Teacher Education in Europe","10-Jul-2023 11:17:30","ATEE - Association for Teacher Education in Europe","1","","https://atee.education/conferences/","Belgia","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","",""
"6326","Institutt for energiteknikk","06-Jun-2023 12:22:29","Institute for Energy Technology","1","","http://www.ife.no/","Norge","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"6435","Riksantikvarieämbetet","06-Jun-2023 12:18:58","Riksantikvarieämbetet","1","","http://www.arkeologibocker.se/shop/","Sverige","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","",""
"6494","Cappelen forlag","10-Jul-2023 11:19:21","Cappelen forlag","0","","https://cappelendamm.no/","Norge","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
