"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"26978","eurau ALICANTE","06-Jun-2023 12:22:29","eurau ALICANTE RETROACTIVE RESEARCH IN ARCHITECTURE","1","978-84-1302","http://hdl.handle.net/10045/109899","Spania","","0","0","0","0","","","","","","","","","","","","","","","",""
"26979","Diamond Scientific Publishing","06-Jun-2023 12:22:29","Diamond Scientific Publishing","1","978-609-485","https://www.dpublication.com/","Litauen","","1","1","1","1","","","","","","","","","","","","","","","",""
"26980","Grupo Editorial Sial Pigmalión","06-Jun-2023 12:22:29","Grupo Editorial Sial Pigmalión","1","978-84-18333","https://sialpigmalion.es/","Spania","","1","1","1","1","","","","","","","","","","","","","","","",""
"26981","Book Publisher International","06-Jun-2023 12:22:29","Book Publisher International","1","978-93","https://www.bookpi.org/","India","","1","1","1","1","","","","","","","","","","","","","","","",""
"26982","European Convention for Constructional Steelwork (ECCS)","06-Jun-2023 12:22:29","European Convention for Constructional Steelwork (ECCS)","1","978-92-9147","https://www.steelconstruct.com","Belgia","","0","0","0","0","","","","","","","","","","","","","","","",""
"26983","Emil","06-Jun-2023 12:22:29","Emil","1","978-88-6680","https://www.ilibridiemil.it/","Italia","","0","0","0","0","","","","","","","","","","","","","","","",""
"26984","British Institute of Archaeology at Ankara (BIAA)","06-Jun-2023 12:22:29","British Institute of Archaeology at Ankara (BIAA)","1","978-1-898","https://biaa.ac.uk/publications","Storbritannia","","1","1","1","1","","","","","","","","","","","","","","","",""
"26985","Æ Academic Publishing","06-Jun-2023 12:22:29","Æ Academic Publishing","1","978-1-68346","https://aeacademicpublishing.com","USA","","1","1","1","1","","","","","","","","","","","","","","","",""
"26986","Časnik Finance","06-Jun-2023 12:22:29","Finance Business Daily","1","978-961","https://www.finance.si/","Slovenia","","0","0","0","0","","","","","","","","","","","","","","","",""
"26987","Performance Research Books","06-Jun-2023 12:22:29","Performance Research Books","1","978-1-906499","http://www.performance-research.org/booksandpublications.php","Storbritannia","","1","1","1","1","","","","","","","","","","","","","","","",""
