"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"26753","Nakladatelství Masarykovy univerzity","06-Jun-2023 12:22:29","Masaryk University Press","1","978-80-210","http://www.press.muni.cz/","Tsjekkia","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26754","Linde Verlag Wien Ges.m.b.H","06-Jun-2023 12:22:29","Linde Verlag","1","978-3-7073","http://www.lindeverlag.at","Tyskland","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26755","ΕΚΔΟΣΕΙΣ ΡΟΠΗ","06-Jun-2023 12:22:29","ROPI Publications","1","978-618-82","http://www.ropipublications.com/","Hellas","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26756","National Council of Teachers of Mathematics","06-Jun-2023 12:22:29","National Council of Teachers of Mathematics","1","978-0-87353","http://www.nctm.org/About/","USA","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26757","Vitasta","06-Jun-2023 12:22:29","Vitasta","1","978-93-82711","http://www.vitastapublishing.com/","","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26758","Academy of Marketing","06-Jun-2023 12:22:29","Academy of Marketing","1","978-0-99564","https://www.academyofmarketing.org/about/","Storbritannia","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26759","Frontiers in Cell and Developmental Biology","06-Jun-2023 12:22:29","ja","1","978-84-617","http://journal.frontiersin.org/journal/cell-and-developmental-biology","","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26760","Transnational Press London","06-Jun-2023 12:22:29","Transnational Press London","1","978-1-910781","http://www.tplondon.com","Storbritannia","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26761","Artois Presses Université","06-Jun-2023 12:22:29","Artois Presses Université","1","978-2-84832","http://www.univ-artois.fr/English/Research-at-Artois-University","Frankrike","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26762","Frame Publishers","06-Jun-2023 12:22:29","Frame Publishers","1","978-94-91727","http://www.frameweb.com","Nederland","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26764","Yayasan Obor Indonesia","06-Jun-2023 12:22:29","Yayasan Obor Indonesia","1","979-433","http://obor.or.id/","Indonesia","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26766","ISPIM Lappeenranta University of Technology Press","06-Jun-2023 12:22:29","ISPIM Lappeenranta University of Technology Press","1","978-952-3351","https://www.ispim-innovation.com/","Finland","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26767","Centrum pro studium demokracie a kultury (CDK)","06-Jun-2023 12:22:29","Centre for the Study of Democracy and Culture (CDK)","1","978-80-7325","http://www.cdk.cz","Tsjekkia","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26768","Karnov Group Denmark AS","06-Jun-2023 12:22:29","Karnov Group Denmark AS","1","978-87-619","https://www.karnovgroup.dk/","Danmark","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26769","Performativity in education: an international collection of ethnographic research on learners' experiences","06-Jun-2023 12:22:29","Performativity in education: an international collection of ethnographic research on learners' experiences","1","978-0956","http://www.ethnographyandeducation.org/?page_id=160","Storbritannia","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26770","Wydawnictwo Naukowe Scholar","06-Jun-2023 12:22:29","Scholar Publishing House","1","978-83-7383","http://scholar.com.pl/","Polen","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26771","Europejskie Centrum Solidarnosci","06-Jun-2023 12:22:29","European Solidarity Center","1","978-83-62853","http://www.ecs.gda.pl/Wydawnictwo","Polen","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26772","Lage Landen Studies","06-Jun-2023 12:22:29","Low Countries Studies","1","978-90-382","https://www.ivn.nu/over-lage-landen-studies-63","Nederland","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26773","The Construction History Society","06-Jun-2023 12:22:29","The Construction History Society","1","978-0-9928751","http://www.constructionhistory.co.uk/","Storbritannia","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26774","Matthes & Seitz Berlin","06-Jun-2023 12:22:29","Matthes & Seitz Berlin","1","978-3-88221","http://www.matthes-seitz-berlin.de/","Tyskland","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
"26775","Eighth world conference on Sampling and Blending","06-Jun-2023 12:22:29","Eighth world conference on Sampling and Blending","1","978-1-925100","http://www.ausimm.com.au","Australia","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26776","Cyprus University of Technology","06-Jun-2023 12:22:29","Cyprus University of Technology","1","978-9963-697","http://www.cut.ac.cy/?languageId=2","Hellas","","0","0","0","0","0","0","0","","","","","","","","","","","","",""
"26777","Kismet Press","06-Jun-2023 12:22:29","Kismet Press","1","978-0-9956","http://kismet.press","Storbritannia","","1","1","1","1","1","1","1","","","","","","","","","","","","",""
