"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"26640","UCL Press","06-Jun-2023 12:18:58","UCL Press","1","978-1-910634","http://www.ucl.ac.uk/ucl-press","Storbritannia","","1","1","1","1","1","1","1","0","0","","","","","","","","","","",""
"26641","Kerber Verlag","06-Jun-2023 12:22:29","Kerber Verlag","1","978-3-735, 978-3-7356","https://www.kerberverlag.com/en/contemporary_art/cyrill_lachauer/ricochet_9/product-3276.html","Tyskland","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26642","iSchools","06-Jun-2023 12:22:29","iSchools","1","978-0-9884900","http://ischools.org/the-iconference/program/papers/","Canada","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26643","Manning Publications Co.","06-Jun-2023 12:22:29","Manning Publications Co.","1","978-16","http://www.manning.com","USA","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26644","Edition Topoi","06-Jun-2023 12:22:29","Edition Topoi","1","978-3-981","http://edition-topoi.org","Tyskland","","1","1","1","1","1","1","1","1","1","","","","","","","","","","",""
"26645","Høgskolen i Gjøvik","06-Jun-2023 12:22:29","Gjøvik University College","1","","http://www.hig.no","Norge","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26646","Deutscher Vereinigung fuer Wasserwirtschaft, Abwasser und Abfall","06-Jun-2023 12:22:29","German Association for Water, Wastewater and Waste","1","978-388721","http://www.dwa.de","Tyskland","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26647","Universidad Veracruzana","06-Jun-2023 12:22:29","University of Veracruz","1","978-607","http://www.uv.mx/editorial/","Mexico","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26648","Nordic Association of Agricultural Scientists","06-Jun-2023 12:22:29","Nordic Association of Agricultural Scientists","1","978-9934-14","http://njf.nu/","Sverige","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26649","Arnoldsche","06-Jun-2023 12:22:29","Arnoldsche","1","978-3-89790","http://Arnoldsche.com","Tyskland","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26650","Helbling Verlag","06-Jun-2023 12:22:29","Helbling Verlag","1","978-3-85061","http://www.helbling.at/","Østerrike","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26651","Agosto Foundation","06-Jun-2023 12:22:29","Agosto Foundation","1","978-80-905021","http://www.agosto-foundation.org/","Tsjekkia","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26652","Gerlach Press","06-Jun-2023 12:18:58","Gerlach Press","1","978-3-940924","http://www.gerlach-press.de/gulf_studies_grc.php","Tyskland","","1","1","1","1","1","1","1","1","1","","","","","","","","","","",""
"26654","The Norwegian Scientific Committee for Food Safety","06-Jun-2023 12:22:29","The Norwegian Scientific Committee for Food Safety","1","978-82-8259","http://vkm.no","Norge","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26655","Balkong förlag","06-Jun-2023 12:22:29","Balkong förlag","1","978-91-85581","http://www.balkongforlag.se/","Sverige","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26660","Association of Researchers in Construction Management (ARCOM)","06-Jun-2023 12:22:29","Association of Researchers in Construction Management","1","978-0-9552390, 978-0-9955463","http://www.arcom.ac.uk/","Storbritannia","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26661","Pano Verlag","06-Jun-2023 12:22:29","Pano","1","978-3-290","http://www.tvz-verlag.ch/pano/","","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26662","WTM Verlag","11-Jul-2023 06:57:18","WTM Verlag","1","978-3-942197, 978-3-95987","http://www.wtm-verlag.de/","Tyskland","","1","1","1","1","1","1","1","1","1","","","","","","","","","","",""
"26663","NATO Science and Technology Organization","06-Jun-2023 12:22:29","NATO Science and Technology Organization","1","978-92-837","http://www.sto.nato.int/","Belgia","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26664","Biblioteka Kultury Liberalnej","06-Jun-2023 12:22:29","Liberal Culture Library","1","978-83-940356","http://liberalculture.org/","Polen","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26666","Editurii Pro Universitaria","06-Jun-2023 12:22:29","Pro Universitaria","1","978-606-26","http://www.prouniversitaria.ro/","Romania","","1","1","1","1","1","1","1","1","1","","","","","","","","","","",""
"26667","Magpie Goose Publishing","06-Jun-2023 12:22:29","Magpie Goose Publishing","1","978-0-9922814","http://www.magpiegoose.com.au/","Australia","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26668","Iustel","06-Jun-2023 12:22:29","Iustel","1","978-84-9890","http://www.iustel.com/default.asp","Spania","","1","1","1","1","1","1","1","1","1","","","","","","","","","","",""
"26669","GPM Deutsche Gesellschaft für Projektmanagement e.V.","06-Jun-2023 12:22:29","GPM German Association of Project Management","1","978-3-86329","http://www.gpm-ipma.de/startseite.html","Tyskland","","1","1","1","1","1","1","1","1","1","","","","","","","","","","",""
"26670","FLACSO Sede Guatemala","06-Jun-2023 12:22:29","FLACSO Sede Guatemala","1","978-9929-585","http://www.flacso.edu.gt/","Guatemala","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
"26671","CLACSO Latin American Council of Social Sciences","06-Jun-2023 12:22:29","CLACSO Latin American Council of Social Sciences","1","978-987-722","http://www.clacso.org.ar/pobreza_y_desigualdades/publicaciones.php?s=6&idioma=ing","Argentina","","1","1","1","1","1","1","1","0","0","","","","","","","","","","",""
"26672","LIR.Skrifter","06-Jun-2023 12:22:29","LIR.Skrifter","1","978-91-88348","http://lir.gu.se/forskning/publikationer/LIR.skrifter","Sverige","","1","1","1","1","1","1","1","1","1","","","","","","","","","","",""
"26673","CEAS Reprint Series for Rare and Out of Print Publication","06-Jun-2023 12:22:29","CEAS Reprint Series for Rare and Out of Print Publication","1","978-0-9912509","http://ttp://elischolar.library.yale.edu/ceas_reprint_series/","USA","","0","0","0","0","0","0","0","0","0","","","","","","","","","","",""
