"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"22598","Századvég Kiadó","06-Jun-2023 12:22:29","Századvég Kiadó","1","","http://www.szazadveg.hu/kiado/index.php","Ungarn","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"22599","Walker Art Center Publications","06-Jun-2023 12:22:29","Walker Art Center Publications","1","","http://shop.walkerart.org/?ck=PAYWKGHUVD&pk=5ACB1F23AD&LU_Details=0&CatalogID=231&section=Product","USA","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"22600","Efrem Forlag","06-Jun-2023 12:22:29","Efrem Forlag","1","","","Norge","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"22601","Cascadilla Press","06-Jun-2023 12:18:58","Cascadilla Press","1","","http://www.cascadilla.com/index.html","USA","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"22602","Eurescom - the European Institute for Research and Strategic Studies in Telecommunications - GmbH","06-Jun-2023 12:22:29","Eurescom - the European Institute for Research and Strategic Studies in Telecommunications - GmbH","1","","http://www.eurescom.eu/","Tyskland","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"22605","HAAGA-HELIA University of Applied Sciences","06-Jun-2023 12:22:29","HAAGA-HELIA University of Applied Sciences","1","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"22606","ViaSystime","06-Jun-2023 12:22:29","ViaSystime","1","","http://www.viaforlag.dk","Danmark","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"22607","Danmarks Tekniske Universitet, DTU","06-Jun-2023 12:22:29","Danmarks Tekniske Universitet, DTU","1","","http://www.indoorair2008.org/","Danmark","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"22610","WIP","06-Jun-2023 12:22:29","WIP","1","","http://www.wip-munich.de/","Tyskland","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"22611","Athena Verlag","06-Jun-2023 12:22:29","Athena Verlag","1","","http://www.athena-verlag.de/index.html","Tyskland","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"22612","Viborg: Forlaget PUC Viborg","06-Jun-2023 12:22:29","Viborg: Forlaget PUC Viborg","1","","","Danmark","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"22613","Ediciones Universidad de Navarra SA","06-Jun-2023 12:22:29","Ediciones Universidad de Navarra SA","1","","http://www.eunsa.es/","Spania","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"22617","DKV  - Deutscher Kälte- und Klimatechnischer Verein","06-Jun-2023 12:22:29","DKV  - Deutscher Kälte- und Klimatechnischer Verein","1","","http://www.dkv.org/","Tyskland","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"22618","European Safety and Reliability Association","06-Jun-2023 12:22:29","European Safety and Reliability Association","1","","http://www.esrahomepage.org/","Hellas","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"22619","Palme publications","06-Jun-2023 12:22:29","Palme publications","1","","http://www.palmeyayinevi.com/turkce/index.aspx","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"22620","Casa Verde Publishing","06-Jun-2023 12:22:29","Casa Verde Publishing","1","","http://www.cv-pub.com","Taiwan","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"22621","Chelsea House","06-Jun-2023 12:22:29","Chelsea House","1","","","USA","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
