"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"24308","Les Éditions d'En Face","06-Jun-2023 12:22:29","Les Éditions d'En Face","1","","http://www.editionsdenface.com","Frankrike","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24309","Northern Arctic Federal University","06-Jun-2023 12:22:29","Northern Arctic Federal University","1","","http://www.pomorsu.ru/?page&id=psu_today_eng","Russland","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","",""
"24312","European Association for the History of Medicine and Health","06-Jun-2023 12:22:29","European Association for the History of Medicine and Health","1","","http://www.eahmh.net/","Storbritannia","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","",""
"24314","Firera & Liuzzo Publishing","06-Jun-2023 12:22:29","Firera & Liuzzo Publishing","1","","http://www.carloamore.it/index.asp","Italia","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","",""
"24315","Open University of Hong Kong Press","06-Jun-2023 12:22:29","Open University of Hong Kong Press","1","","http://www.ouhk.edu.hk/OUHKpress.htm","Hongkong","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24318","Hong Kong Society for Transportation Studies (HKSTS)","06-Jun-2023 12:22:29","Hong Kong Society for Transportation Studies (HKSTS)","1","","http://home.netvigator.com/~hksts/","Hongkong","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","",""
"24320","trafo Wissenschaftsverlag","06-Jun-2023 12:22:29","trafo Wissenschaftsverlag","1","","http://www.trafoberlin.de/","Tyskland","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24326","Tver State University Press","06-Jun-2023 12:22:29","Tver State University Press","1","","http://university.tversu.ru/en/general/","Russland","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","",""
"24335","Editorial Planeta Colombiana","06-Jun-2023 12:22:29","Editorial Planeta Colombiana","1","","http://www.editorialplaneta.com.co/","Colombia","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"24338","Kyoto University Press","06-Jun-2023 12:22:29","Kyoto University Press","1","","http://www.kyoto-up.or.jp/?lang=en","Japan","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","",""
"24650","University College Dublin Press","06-Jun-2023 12:22:29","University College Dublin Press","1","","http://www.ucdpress.ie/about.asp","Irland","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"24653","A&C Black Publishers Ltd.","06-Jun-2023 12:22:29","A&C Black Publishers Ltd.","1","","http://www.acblack.com/","Storbritannia","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"24654","Techne Press","06-Jun-2023 12:22:29","Techne Press","1","","http://www.technepress.nl","Nederland","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"24657","Calwer Verlag","06-Jun-2023 12:22:29","Calwer Verlag","1","","http://www.calwer.com","Tyskland","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"24658","Chronos Verlag","06-Jun-2023 12:22:29","Chronos Verlag","1","","http://www.chronos-verlag.ch/php/infos-new.php","Sveits","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"24660","Avinus Verlag","06-Jun-2023 12:22:29","Avinus Verlag","1","","http://www.verlag.avinus.de/","Tyskland","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
