"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"20292","Edition Kirchhof & Franke","06-Jun-2023 12:22:29","Edition Kirchhof & Franke","1","978-3-933816","http://www.ekf-wissenschaft.de/index.php?id=start","Tyskland","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"20297","Harcourt Trade Publishers","06-Jun-2023 12:22:29","Harcourt Trade Publishers","1","978-0-15","https://www.hmhbooks.com/","USA","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"20298","HarperCollins Publishers","06-Jun-2023 12:18:58","HarperCollins Publishers","1","","http://www.harpercollins.com","USA","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"20301","Ustav pro ceskou literaturu","06-Jun-2023 12:22:29","Ustav pro ceskou literaturu","1","978-80-85778","http://www.ucl.cas.cz/","Tsjekkia","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"20305","Indian National Science Academy","06-Jun-2023 12:22:29","Indian National Science Academy","1","","http://www.insa.ac.in","India","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"20306","W. Kohlhammer GmbH","06-Jun-2023 12:22:29","W. Kohlhammer GmbH","1","","http://www.kohlhammer.de/w_kohlhammer/index.cfm?cfid=2613418&cftoken=85080106","Tyskland","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","",""
"20310","Archaeopress","06-Jun-2023 12:18:58","Archaeopress","1","978-1-84171","http://www.archaeopress.com/","Storbritannia","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"20339","ETH Zurich","06-Jun-2023 12:22:29","ETH Zurich","1","978-3-905609","http://www.ethz.ch/research/index_EN","Sveits","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"20343","Wydawnictwa UMK","06-Jun-2023 12:22:29","NCU Press","1","978-83-23","https://wydawnictwo.umk.pl/en","Polen","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"20345","St. Petersburg University Press","06-Jun-2023 12:22:29","St. Petersburg University Press","1","978-5-89119","https://publishing.spbu.ru/","Russland","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
