"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"19389","British Society of Master Glass Painters","06-Jun-2023 12:22:29","British Society of Master Glass Painters","1","","","Storbritannia","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19390","IEEE Oceanic Engineering Society","06-Jun-2023 12:22:29","IEEE Oceanic Engineering Society","1","","","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19391","IEEE Lasers and Electro-Optics Society","06-Jun-2023 12:22:29","IEEE Lasers and Electro-Optics Society","1","","","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19393","IEEE Robotics and Automation Society","06-Jun-2023 12:22:29","IEEE Robotics and Automation Society","1","","","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19394","IEEE Solid-State Circuits Society","06-Jun-2023 12:22:29","IEEE Solid-State Circuits Society","1","","","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19395","IEEE Sarnoff Symposium","06-Jun-2023 12:22:29","IEEE Sarnoff Symposium","1","978-1-4244","https://ewh.ieee.org/conf/sarnoff/2017/","USA","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",""
"19396","IEEE Sensors Council","06-Jun-2023 12:22:29","IEEE Sensors Council","1","","","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19398","SA ePublications","06-Jun-2023 12:22:29","SA ePublications","1","","","Sør-Afrika","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19399","Department of Drama, Queen Margaret University College","06-Jun-2023 12:22:29","Department of Drama, Queen Margaret University College","1","","","Storbritannia","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19400","Institute for Laboratory Animal Research","06-Jun-2023 12:22:29","Institute for Laboratory Animal Research","1","","http://dels.nas.edu/ilar_n/ilarhome/index.shtml","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19403","Department of Mathematics","06-Jun-2023 12:22:29","Department of Mathematics","1","","","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19406","Cardiological Society of India","06-Jun-2023 12:22:29","Cardiological Society of India","1","","","India","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19407","Kassel University Press GmbH","06-Jun-2023 12:22:29","Kassel University Press GmbH","1","978-3-89958","http://www.uni-kassel.de/upress","Tyskland","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","",""
"19418","Adenine Press","06-Jun-2023 12:22:29","Adenine Press","1","978-0-940030","http://www.adeninepress.com/","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19425","Springer-Verlag Tokyo Inc.","06-Jun-2023 12:22:29","Springer-Verlag Tokyo Inc.","1","","http://www.springer.com/","Japan","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
