"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"19210","Sociedad Española de Investigación Criminológica","06-Jun-2023 12:22:29","Sociedad Española de Investigación Criminológica","1","","","Spania","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19211","Fornleifastofnunar Íslands","06-Jun-2023 12:22:29","Fornleifastofnunar Íslands","1","","","Island","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19212","Institutionen för matematik","06-Jun-2023 12:22:29","Institutionen för matematik","1","","http://www.luth.se/index2.sv.htm","Sverige","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19214","Klett-Cotta","06-Jun-2023 12:22:29","Klett-Cotta","1","978-3-608","http://www.klett-cotta.de/","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"19215","Wallstein Verlag","06-Jun-2023 12:18:58","Wallstein Verlag","1","978-3-89244","http://www.wallstein-verlag.de/","Tyskland","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",""
"19216","Polity Press","06-Jun-2023 12:18:58","Polity Press","1","978-0-7456","http://www.polity.co.uk/","Storbritannia","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",""
"19217","Il Museo Civico di Storia Naturale","06-Jun-2023 12:22:29","Il Museo Civico di Storia Naturale","1","","http://www.museostorianaturaleverona.it/home.php","Italia","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19218","Hypourgeio Politismou","06-Jun-2023 12:22:29","Hypourgeio Politismou","1","","","Hellas","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19219","Instituto della Enciclope dia Italiana","06-Jun-2023 12:22:29","Instituto della Enciclope dia Italiana","1","","","Italia","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19220","Staatliche Museen zu Berlin","06-Jun-2023 12:22:29","Staatliche Museen zu Berlin","1","","","Tyskland","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19221","Allured Publishing","06-Jun-2023 12:22:29","Allured Publishing","1","","","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19222","Society of Business and Commerce, Keio University","06-Jun-2023 12:22:29","Society of Business and Commerce, Keio University","1","","","Japan","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19224","Deutsche Mathematiker-Vereinigung","06-Jun-2023 12:22:29","Deutsche Mathematiker-Vereinigung","1","","","Tyskland","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"19227","The Institute of Literary Studies","06-Jun-2023 12:22:29","The Institute of Literary Studies","1","","http://www.ibl.waw.pl/index.php?strona=235","Polen","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"19228","Panozzo Editore","06-Jun-2023 12:22:29","Panozzo Editore","1","978-88-86397","","Italia","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","0",""
"19230","Troubador Publishing Ltd","06-Jun-2023 12:22:29","Troubador Publishing Ltd","1","978-1-905237","http://www.troubador.co.uk","Storbritannia","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",""
"19233","Bloomsbury T&T Clark","06-Jun-2023 12:18:58","Bloomsbury T&T Clark","1","978-0-567","http://www.bloomsbury.com/uk/academic/academic-subjects/theology/t-t-clark/","Storbritannia","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1",""
"19234","Bergin & Garvey","08-Feb-2016 15:17:46","Bergin & Garvey","0","","","USA","","","","","","","","","","","","","","","","","","","","0",""
"19235","Sheffield Phoenix Press","06-Jun-2023 12:22:29","Sheffield Phoenix Press","1","978-1-90504","http://www.sheffieldphoenix.com/about.asp","Storbritannia","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"19236","Liturgical Press","06-Jun-2023 12:22:29","Liturgical Press","1","978-0-8146","http://www.litpress.org/","USA","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
"19237","Edition Diskord","06-Jun-2023 12:22:29","Edition Diskord","1","978-3-89295","http://www.edition-diskord.de","Tyskland","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"19238","Læringsforlaget","06-Jun-2023 12:22:29","Læringsforlaget","1","978-82-996393","http://www.laringsforlaget.no","Norge","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","0",""
"19241","EKOPRES, Zrenjanin","06-Jun-2023 12:22:29","EKOPRES, Zrenjanin","1","","","Jugoslavia","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0",""
