"Forlag id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","ISBN-prefix","Url","Land","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004"
"24970","Centrum för vetenskapshistoria","06-Jun-2023 12:22:29","Centrum för vetenskapshistoria","1","","http://www.center.kva.se/","Sverige","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"24971","Tallinn University Press","06-Jun-2023 12:22:29","Tallinn University Press","1","","http://www.tlupress.com/?LangID=2&CatID=41","Estland","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24974","Shanghai People's Publishing House","06-Jun-2023 12:22:29","Shanghai People's Publishing House","1","","http://www.spph.com.cn","Kina","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24975","The Interregional Association for Cognitive Studies","06-Jun-2023 12:22:29","The Interregional Association for Cognitive Studies","1","","https://cogconf.ru/en/","Russland","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24976","Pickwick Publications","26-Sep-2023 07:48:34","Pickwick Publications","1","978-1-6667","https://wipfandstock.com/search-results/?imprint=pickwick-publications","USA","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24977","Hankook munhwasa","06-Jun-2023 12:22:29","Hankook munhwasa","1","","http://hankookmunhwasa.co.kr/","Sør-Korea","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24978","Dharma Drum Publishing Corp.","06-Jun-2023 12:22:29","Dharma Drum Publishing Corp.","1","","http://www.ddc.com.tw/","Taiwan","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24979","Shanghai Education Publishers","06-Jun-2023 12:22:29","Shanghai Education Publishers","1","","http://www.seph.sh.cn/sephnew/index.asp","Kina","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"24983","Bokförlaget Tranan","06-Jun-2023 12:22:29","Bokförlaget Tranan","1","","http://tranan.nu/","Sverige","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"24990","Mercado de Letras","06-Jun-2023 12:22:29","Mercado de Letras","1","","http://www.mercado-de-letras.com.br/","Brasil","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"24997","Krutt Forlag","06-Jun-2023 12:22:29","Krutt Forlag","1","","http://www.kruttforlag.no","Norge","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"25018","Editura Universitara","06-Jun-2023 12:22:29","Editura Universitara","1","","http://www.editurauniversitara.ro","Romania","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"25019","Bensei Publishing","06-Jun-2023 12:22:29","Bensei Publishing","1","978-4-585","http://bensei.jp/","Japan","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"25020","Forlaget UCC","06-Jun-2023 12:22:29","Forlaget UCC","1","","http://www.ucc.dk/omucc/forlagetucc/omforlagetucc/","Danmark","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"25021","Van Haren Publishing","06-Jun-2023 12:22:29","Van Haren Publishing","1","","http://www.vanharen.net/","Nederland","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"25022","Media XXI","06-Jun-2023 12:22:29","Media XXI","1","","http://www.mediaxxi.com/","Portugal","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"25025","Progressive Frontiers Press","06-Jun-2023 12:22:29","Progressive Frontiers Press","1","","http://www.frontierspublications.com/","Storbritannia","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"25026","Dykinson","06-Jun-2023 12:18:58","Dykinson","1","","http://www.dykinson.es/","Spania","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"25029","DOBU-Verlag","06-Jun-2023 12:22:29","DOBU-Verlag","1","","http://www.dobu-verlag.de/","Tyskland","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"25030","Klasik Yayinlari","06-Jun-2023 12:22:29","Klasik Yayinlari","1","","http://www.klasikyayinlari.com/","Tyrkia","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"25034","Uitgeverij Verloren","06-Jun-2023 12:22:29","Uitgeverij Verloren","1","","http://www.verloren.nl/","Nederland","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"25036","Scandinavian Research Council for Criminology","06-Jun-2023 12:22:29","Scandinavian Research Council for Criminology","1","","http://www.nsfk.org/PUBLICATIONS/tabid/68/Default.aspx","Island","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"25056","Parerga","06-Jun-2023 12:22:29","Parerga","1","","http://parerga.de/","Tyskland","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"25067","Publicacions URV","06-Jun-2023 12:22:29","Publicacions URV","1","","http://www.urv.cat/publicacions","Spania","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"25071","SAGE Publications India","06-Jun-2023 12:22:29","SAGE Publications India","1","","http://www.sagepub.in","India","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"25073","Aletheia - Associação Científica e Cultural","06-Jun-2023 12:22:29","Aletheia - Associação Científica e Cultural","1","","http://www.braga.ucp.pt/site/custom/template/ucptplfac.asp?sspageID=1551&lang=1","Portugal","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","",""
"25074","Pensa multimedia","06-Jun-2023 12:22:29","Pensa multimedia","1","","http://www.pensamultimedia.it","Italia","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"25075","SciTePress","06-Jun-2023 12:29:07","SciTePress","1","978-989-758, 978-989-8565","http://www.scitepress.org/DigitalLibrary/","Portugal","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"25081","RCOG Press","06-Jun-2023 12:22:29","RCOG Press","1","","http://www.rcog.org.uk/catalog/rcog-press-1","Storbritannia","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"25082","Ibicura","06-Jun-2023 12:22:29","Ibicura","1","","http://www.ibicura.de/","Tyskland","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"25083","Michel Houdiard Editeur","06-Jun-2023 12:22:29","Michel Houdiard Editeur","1","","http://rue-des-livres.com/editeurs/379/michel_houdiard.html","Frankrike","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",""
"25085","Sprotin","06-Jun-2023 12:22:29","Sprotin","1","","http://www.sprotin.fo/","Færøyene","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"25090","Gyldendal Juridisk","06-Jun-2023 12:18:58","Gyldendal Juridisk","1","","http://gyldendal.no/Gyldendal-Akademisk/Jus","Norge","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"25095","Hermes Text","06-Jun-2023 12:22:29","Hermes Text","1","","http://hermestext.no","Norge","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
