"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"505165","IEEE Open Journal of Signal Processing","28-Jun-2023 07:51:24","IEEE Open Journal of Signal Processing","1","","2644-1322","DOAJ","IKT","Realfag og teknologi","","1","","","","","","","","","","","","","","","","","","","","18231","2020","","IEEE (Institute of Electrical and Electronics Engineers)","","USA","Engelsk","0","https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8782710"
"505187","Proceedings of International Conference on Computational Linguistics (COLING)","08-Jun-2023 11:39:34","Proceedings of International Conference on Computational Linguistics (COLING)","1","2951-2093","","","Lingvistikk","Humaniora","","1","","","","","","","","","","","","","","","","","","","","","2022","","","Korean Institute of Information Scientists and Engineers","Sør-Korea","Engelsk","1","https://aclanthology.org/venues/coling/"
"505192","Journal of Investment Strategies","22-Mar-2023 13:02:38","Journal of Investment Strategies","1","2047-1238","2047-1246","","Økonomisk-administrative fag","Samfunnsvitenskap","","1","","","","","","","","","","","","","","","","","","","","","2011","","","Infopro Digital, Risk Journals","Storbritannia","Engelsk","0","https://www.risk.net/journal-of-investment-strategies"
"505193","Pan African Medical Journal One Health","22-Mar-2023 13:02:39","Pan African Medical Journal One Health","1","","2707-2800","DOAJ","Samfunnsmedisin","Medisin og helsefag","","1","","","","","","","","","","","","","","","","","","","","","","","","Pan African Medical Journal","Kenya","Flerspråklig","0","https://www.one-health.panafrican-med-journal.com/"
"505209","Atherosclerosis Plus","18-Aug-2023 13:56:25","Atherosclerosis Plus","1","2667-0909","2667-0895","DOAJ","Hjerte, kar og luftveier","Medisin og helsefag","","1","1","1","","","","","","","","","","","","","","","","","","18173","2021","","Elsevier","","Nederland","Engelsk","0","https://www.sciencedirect.com/journal/atherosclerosis-plus"
"505262","Arkitektur","03-Aug-2023 06:52:14","Arkitektur","1","2704-0925","","","Arkitektur og design","Humaniora","","1","","","","","","","","","","","","","","","","","","","","","2023","","","Norske Arkitekters Landsforbund","Norge","Flerspråklig","0","https://arkitektur.no/"
"505286","Acta Crystallographica Section C: Structural Chemistry","18-Aug-2023 13:56:25","Acta Crystallographica Section C: Structural Chemistry","1","","2053-2296","","Kjemi og materialteknologi","Realfag og teknologi","","1","1","","","","","","","","","","","","","","","","","","","18270","2014","","John Wiley & Sons","IUCr journal","Storbritannia","Engelsk","0","https://onlinelibrary.wiley.com/journal/s20532296"
"505301","International Journal of Wood Culture (IJWC)","28-Jun-2023 07:51:25","International Journal of Wood Culture (IJWC)","1","2772-3186","2772-3194","DOAJ","Tverrfaglig humanistisk forskning","Humaniora","","1","","","","","","","","","","","","","","","","","","","","18109","2021","","Brill Academic Publishers","","Nederland","Engelsk","0","https://brill.com/view/journals/ijwc/ijwc-overview.xml"
"505317","Current Landscape Ecology Reports","28-Jun-2023 07:51:21","Current Landscape Ecology Reports","1","","2364-494X","","Tverrfaglig naturvitenskap og medisin","Realfag og teknologi","","1","","","","","","","","","","","","","","","","","","","","22512","2016","","Springer","","Sveits","Engelsk","0","https://www.springer.com/journal/40823"
"505320","All Life","28-Jun-2023 07:51:19","All Life","1","2689-5293","2689-5307","DOAJ","Tverrfaglig naturvitenskap og medisin","Realfag og teknologi","","1","","","","","","","","","","","","","","","","","","","","18442","2020","","Taylor & Francis","","Storbritannia","Engelsk","0","https://www.tandfonline.com/journals/tfls21"
