"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"502499","International Journal of Finance & Banking Studies (IJFBS)","06-Jun-2023 12:17:35","International Journal of Finance & Banking Studies (IJFBS)","1","","2147-4486","","Økonomisk-administrative fag","Samfunnsvitenskap","","1","1","1","","","","","","","","","","","","","","","","","","","2012","","","Hasan Dinçer","Tyrkia","Flerspråklig","0","http://www.ssbfnet.com/ojs/index.php/ijfbs/index"
"502500","Mezjdunarodnaja analitika","06-Jun-2023 12:17:35","Journal of International Analytics","1","2587-8476","2541-9633","DOAJ","Statsvitenskap","Samfunnsvitenskap","","1","1","1","","","","","","","","","","","","","","","","","","","2016","","","The Institute of International research at MGIMO, (Moscow state institute of international relations)","Russland","Flerspråklig","0","https://www.interanalytics.org/jour/about"
"502501","Advanced therapeutics","18-Aug-2023 13:56:25","Advanced therapeutics","1","","2366-3987","","Farmasi, farmakologi og toksikologi","Medisin og helsefag","","1","1","1","","","","","","","","","","","","","","","","","","18503","2018","","Wiley-VCH","","Tyskland","Engelsk","0","https://onlinelibrary.wiley.com/journal/23663987"
"502502","Upstream Oil and Gas Technology","18-Aug-2023 13:56:25","Upstream Oil and Gas Technology","1","","2666-2604","","Geovitenskap","Realfag og teknologi","","1","1","1","","","","","","","","","","","","","","","","","","18173","2019","","Elsevier","","Storbritannia","Engelsk","0","https://www.sciencedirect.com/journal/upstream-oil-and-gas-technology"
"502503","Cell Reports Physical Science","18-Aug-2023 13:56:25","Cell Reports Physical Science","1","","2666-3864","DOAJ","Fysikk","Realfag og teknologi","","1","1","1","","","","","","","","","","","","","","","","","","18173","2020","","Elsevier","","USA","Engelsk","0","https://www.sciencedirect.com/journal/cell-reports-physical-science"
"502506","GPS: Global Performance Studies","08-Jun-2023 11:40:28","GPS: Global Performance Studies","1","","2574-027X","","Teatervitenskap og drama","Humaniora","","0","0","0","","","","","","","","","","","","","","","","","","","2017","","","Performance Studies international","USA","Engelsk","0","https://gps.psi-web.org/"
"502507","Quantitative Imaging in Medicine and Surgery (QIMS)","18-Aug-2023 13:56:25","Quantitative Imaging in Medicine and Surgery (QIMS)","1","2223-4292","2223-4306","","Radiologi og billeddiagnostikk","Medisin og helsefag","","1","1","1","","","","","","","","","","","","","","","","","","","2011","","","AME Publishing Company","Hongkong","Engelsk","0","https://qims.amegroups.com/"
"502513","BMJ Surgery, Interventions, & Health Technologies","18-Aug-2023 13:56:25","BMJ Surgery, Interventions, & Health Technologies","1","","2631-4940","DOAJ","Kirurgiske fag","Medisin og helsefag","","1","1","1","","","","","","","","","","","","","","","","","","","2019","","","BMJ Publishing Group","Storbritannia","Engelsk","0","https://sit.bmj.com/"
"502518","Computers in Human Behavior Report","18-Aug-2023 13:56:25","Computers in Human Behavior Report","1","","2451-9588","DOAJ","Medier og kommunikasjon","Humaniora","","1","1","1","","","","","","","","","","","","","","","","","","18173","2020","","Elsevier","","Storbritannia","Engelsk","0","https://www.sciencedirect.com/journal/Computers-in-Human-Behavior-Reports"
"502519","Fashion studies","06-Jun-2023 12:22:29","Fashion studies","1","","2371-3453","DOAJ","Tverrfaglig humanistisk forskning","Humaniora","","1","1","1","","","","","","","","","","","","","","","","","","","2018","","","Ryerson University Centre for Fashion Diversity and Social Change","Canada","Engelsk","0","https://www.fashionstudies.ca/"
