"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"480728","World Journal of Experimental Medicine","18-Aug-2023 13:56:25","World Journal of Experimental Medicine","1","","2220-315X","","Tverrfaglig naturvitenskap og medisin","Realfag og teknologi","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","2011","","","Baishideng Publishing Group Co., Limited","Hongkong","Engelsk","0","http://www.wjgnet.com/2220-315X/index.htm"
"480729","Proceedings in Electronic International Interdisciplinary Conference","08-Jun-2023 11:40:28","Proceedings in Electronic International Interdisciplinary Conference","1","1338-7871","","","Tverrfaglig samfunnsforskning","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","2012","","","EDIS - vydavatelstvo zilinskej univerzity","Slovakia","Engelsk","1","http://www.eiic.cz/"
"480731","Challenges","08-Jun-2023 11:39:34","Challenges","1","","2078-1547","DOAJ","Tverrfaglig samfunnsforskning","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","26778","2010","","MDPI","","Sveits","Engelsk","0","http://www.mdpi.com/journal/challenges/about"
"480732","Solutions","06-Jun-2023 12:22:29","Solutions","1","2154-0896","2154-0926","","Tverrfaglig samfunnsforskning","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","2010","","","Solutions","USA","Engelsk","0","http://www.thesolutionsjournal.org"
"480733","Digital Philology","08-Jun-2023 11:39:34","Digital Philology","1","2162-9544","2162-9552","","Tverrfaglig humanistisk forskning","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","2012","","","The Johns Hopkins University Press","USA","Engelsk","0","http://www.press.jhu.edu/journals/digital_philology/"
"480734","Journal of Human-Robot Interaction","19-Aug-2019 16:03:43","Journal of Human-Robot Interaction","0","","2163-0364","","Konstruksjonsfag","Realfag og teknologi","","","","","","","1","1","1","1","1","1","","","","","","","","","","","2012","2018","","Journal of Human-Robot Interaction","Internasjonal","Engelsk","0","http://humanrobotinteraction.org/journal/index.php/HRI/index"
"480735","The Teacher Trainer Journal","06-Jun-2023 12:22:29","The Teacher Trainer Journal","1","0951-7626","","","Pedagogikk og utdanning","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1986","","","Pilgrims English Language Courses","Storbritannia","Engelsk","0","http://www.tttjournal.co.uk/"
"480736","Teaching Exceptional Children","18-Aug-2023 13:56:25","Teaching Exceptional Children","1","0040-0599","2163-5684","","Pedagogikk og utdanning","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","18411","1968","","Sage Publications","Council for Exceptional Children","USA","Engelsk","0","https://us.sagepub.com/en-us/nam/teaching-exceptional-children/journal202279"
"480737","Journal of Field Robotics (JFR)","18-Aug-2023 13:56:25","Journal of Field Robotics (JFR)","1","1556-4959","1556-4967","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","18270","2006","","John Wiley & Sons","","USA","Engelsk","0","https://onlinelibrary.wiley.com/journal/15564967"
"480738","International Journal of Advanced Robotic Systems (IJARS)","18-Aug-2023 13:56:25","International Journal of Advanced Robotic Systems (IJARS)","1","1729-8806","1729-8814","DOAJ","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","0","","","","","","","","","","18411","2004","","Sage Publications","","Storbritannia","Engelsk","0","https://journals.sagepub.com/home/arx"
