"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"476388","Journal of Sport Behavior","08-Jun-2023 11:42:57","Journal of Sport Behavior","1","0162-7341","","","Idrettsforskning","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1978","","","University of South Alabama","USA","Engelsk","0","http://www.southalabama.edu/psychology/journal.html"
"476389","International Journal of Systems Control (IJSC)","06-Jun-2023 12:22:29","International Journal of Systems Control (IJSC)","1","1737-927X","1737-9288","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","2010","","","HyperSciences Publisher","USA","Engelsk","0","http://www.hypersciences.org/index.php?option=com_content&view=article&id=26&Itemid=61"
"476390","Proceedings of the VLDB Endowment","18-Aug-2023 13:56:25","Proceedings of the VLDB Endowment","1","","2150-8097","","IKT","Realfag og teknologi","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","","","","","","","18077","2008","","Association for Computing Machinery (ACM)","","USA","Engelsk","1","http://www.eecs.umich.edu/db/pvldb/"
"476391","Journal of Water and Climate Change","18-Aug-2023 13:56:25","Journal of Water and Climate Change","1","2040-2244","","DOAJ","Geovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","18265","2009","","IWA Publishing","","USA","Engelsk","0","http://www.iwaponline.com/jwc/"
"476392","Feministische Studien","18-Aug-2023 13:56:25","Feministische Studien","1","0723-5186","","","Kjønnsforskning","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","2","2","1","","","","","","","18305","1982","","Lucius und Lucius Verlagsgesellschaft","","Tyskland","Tysk","0","http://feministische-studien.de/"
"476393","Gender and Language","18-Aug-2023 13:56:25","Gender and Language","1","1747-6321","1747-633X","","Lingvistikk","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","18177","2006","","Equinox Publishing","International Gender & Language Association (IGALA)","Storbritannia","Engelsk","0","http://www.equinoxjournals.com/ojs/index.php/GL"
"476394","Bulletin de Psychologie","06-Jun-2023 12:22:29","Bulletin de Psychologie","1","0007-4403","1968-3766","","Psykologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1951","","","Groupe d'études de psychologie","Frankrike","Fransk","0","http://www.bulletindepsychologie.net/vente/"
"476395","Ord och stil","06-Jun-2023 12:22:29","Ord och stil","1","0347-5379","","","Lingvistikk","Humaniora","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1968","","","","Sverige","Svensk","0","http://www.sprakvardssamfundet.se/ordochstil/"
"476396","Expert Review of Obstetrics & Gynecology","08-Jun-2023 11:40:28","Expert Review of Obstetrics & Gynecology","1","1747-4108","1747-4116","","Fødselshjelp og kvinnesykdommer","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","2006","","","Expert Reviews Ltd.","Storbritannia","Engelsk","0","http://www.expert-reviews.com/loi/eog"
"476397","Ecohydrology","18-Aug-2023 13:56:25","Ecohydrology","1","1936-0584","1936-0592","","Geovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","18270","2008","","John Wiley & Sons","","USA","Engelsk","0","http://www3.interscience.wiley.com/journal/114209870/home?CRETRY=1&SRETRY=0"
