"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"478938","Revue Tangence","15-Aug-2023 13:31:38","Revue Tangence","1","1189-4563","1710-0305","","Litteraturvitenskap","Humaniora","0","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1992","","","Université du Québec","Canada","Fransk","0","http://revuetangence.com/"
"478939","Technology and Disability","18-Aug-2023 13:56:25","Technology and Disability","1","1055-4181","1878-643X","","Sosialforskning","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","18259","1991","","IOS Press","","Nederland","Engelsk","0","http://www.iospress.nl/html/10554181.php"
"478940","Studies of Transition States and Societies","18-Aug-2023 13:56:25","Studies of Transition States and Societies","1","1736-874X","1736-8758","DOAJ","Statsvitenskap","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","24971","2009","","Tallinn University Press","","Estland","Engelsk","0","http://www.tlu.ee/stss/"
"478941","European Infectious Disease","15-Aug-2023 13:31:38","European Infectious Disease","1","1755-1137","1755-1145","","Infeksjoner","Medisin og helsefag","0","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","2007","","","Touch Briefings","Storbritannia","Engelsk","0","http://www.touchinfectiousdisease.com/"
"478942","International Journal of Clinical Pharmacy","18-Aug-2023 13:56:25","International Journal of Clinical Pharmacy","1","2210-7703","2210-7711","","Farmasi, farmakologi og toksikologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","22512","2011","","Springer","","Nederland","Engelsk","0","https://link.springer.com/journal/11096"
"478943","digma - Zeitschrift für Datenrecht und Informationssicherheit","06-Jun-2023 12:22:29","digma - Zeitschrift für Datenrecht und Informationssicherheit","1","1424-9944","","","Rettsvitenskap","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","2001","","","Schulthess Verlag","Sveits","Tysk","0","http://www.digma.info"
"478944","Journal of Swimming Research","15-Feb-2016 14:02:49","Journal of Swimming Research","0","0747-5993","","","Idrettsforskning","Medisin og helsefag","","","","","","","","","","","1","","1","","","","","","","","","","1984","2007","","American Swimming Coaches Association","USA","Engelsk","0","http://www.swimmingcoach.org/Journal/journal_jsr.html"
"478945","Music and Politics","08-Jun-2023 11:42:57","Music and Politics","1","","1938-7687","","Musikkvitenskap","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","2007","","","University of California, Santa Barbara","USA","Engelsk","0","http://www.music.ucsb.edu/projects/musicandpolitics/"
"478946","Qualitative Research in Sport, Exercise and Health","18-Aug-2023 13:56:25","Qualitative Research in Sport, Exercise and Health","1","2159-676X","2159-6778","","Idrettsforskning","Medisin og helsefag","2","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","18402","2009","","Routledge","","Storbritannia","Engelsk","0","http://www.tandfonline.com/action/aboutThisJournal?journalCode=rqrs21"
"478947","Brood en Rozen","06-Jun-2023 12:22:29","Brood en Rozen","1","1370-7477","","","Kjønnsforskning","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1996","","","Amsab-Instituut voor Sociale Geschiedenis","Belgia","Nederlandsk","0","http://www.broodenrozen.be/"
"478948","Trinity Journal","15-Aug-2023 13:31:38","Trinity Journal","1","0360-3032","","","Teologi og religionsvitenskap","Humaniora","0","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1971","","","Trinity Evangelical Divinity School","USA","Engelsk","0","http://trinj.com/"
"478949","Empirical Issues in Syntax and Semantics","06-Jun-2023 12:17:35","Empirical Issues in Syntax and Semantics","1","","1769-7158","","Lingvistikk","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","2004","","","Colloque de syntaxe et de sémantique de Paris","Frankrike","Fransk","1","http://www.cssp.cnrs.fr/index_en.html"
"478950","Journal of Ship Production and Design","18-Aug-2023 13:56:25","Journal of Ship Production and Design","1","2158-2866","2158-2874","","Konstruksjonsfag","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","19293","1985","","Society of Naval Architects and Marine Engineers","","USA","Engelsk","0","http://www.sname.org/pubs/journals1/"
