"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"472034","Acta Universitaria","06-Jun-2023 12:22:29","Acta Universitaria","1","0188-6266","2007-9621","DOAJ","Tverrfaglig samfunnsforskning","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1990","","","Universidad de Guanajuato Dirección de Investigación y Posgrado","Mexico","Spansk","0","http://www.actauniversitaria.ugto.mx/index.php/acta"
"472036","Acta Zoologica Mexicana","06-Jun-2023 12:22:29","Acta Zoologica Mexicana","1","0065-1737","","","Biovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1994","","","Instituto de Ecologia","Mexico","","0","http://redalyc.uaemex.mx/redalyc/src/inicio/HomRevRed.jsp?iCveEntRev=575"
"472037","Actas Urológicas Españolas","18-Aug-2023 13:56:25","Actas Urológicas Españolas","1","0210-4806","1699-7980","","Kirurgiske fag","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","2003","","","Asociación Española de Urología","Spania","","0","http://www.actasurologicas.info"
"472038","Actualidad Contable Faces","06-Jun-2023 12:22:29","Actualidad Contable Faces","1","1316-8533","","DOAJ","Økonomisk-administrative fag","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","2003","","","Universidad de Los Andes","Venezuela","","0","http://www.saber.ula.ve/actualidadcontable/"
"472039","Advances in Acoustics and Vibration","23-Aug-2022 15:03:34","Advances in Acoustics and Vibration","0","1687-6261","1687-627X","","Fysikk","Realfag og teknologi","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","18220","2007","2019","Hindawi Limited","","Storbritannia","Engelsk","0","http://www.hindawi.com/journals/aav/"
"472040","Advances in Cognitive Psychology","18-Aug-2023 13:56:25","Advances in Cognitive Psychology","1","","1895-1171","DOAJ","Psykologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","2005","","","University of Economics and Human Sciences in Warsaw","Polen","Engelsk","0","http://www.ac-psych.org/"
"472041","Advances in Difference Equations","25-Jan-2023 07:41:08","Advances in Difference Equations","0","1687-1839","1687-1847","DOAJ","Matematikk","Realfag og teknologi","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","22512","2004","2021","Springer","","Egypt","Engelsk","0","https://advancesincontinuousanddiscretemodels.springeropen.com/"
"472042","Advances in Environmental Biology","06-Jun-2023 12:22:29","Advances in Environmental Biology","1","1995-0756","1998-1066","","Biovitenskap","Realfag og teknologi","","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","","","","","","2007","","","American-Eurasian Network for Scientific Informati","Jordan","Engelsk","0","http://www.aensiweb.com/AEB/"
"472043","Advances in High Energy Physics","18-Aug-2023 13:56:25","Advances in High Energy Physics","1","1687-7357","1687-7365","DOAJ","Fysikk","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","18220","2007","","Hindawi Limited","","Storbritannia","Engelsk","0","https://www.hindawi.com/journals/ahep/"
"472044","Advances in Interventional Cardiology","18-Aug-2023 13:56:25","Advances in Interventional Cardiology","1","1734-9338","","DOAJ","Hjerte, kar og luftveier","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","2005","","","Termedia","Polen","","0","http://www.termedia.pl/magazine.php?magazine_id=35&magazine_subpage=CURRENT"
