"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"477919","IEEE Holm Conference on Electrical Contacts","06-Jun-2023 12:22:29","IEEE Holm Conference on Electrical Contacts","1","1062-6808","2158-9992","","Elektrofag","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","18231","1985","","IEEE (Institute of Electrical and Electronics Engineers)","","USA","Engelsk","1","http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=5618477"
"477920","Energy and Environment Research","08-Jun-2023 11:40:28","Energy and Environment Research","1","1927-0569","1927-0577","","Tverrfaglig samfunnsforskning","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","2011","","","Canadian Center of Science and Education","Canada","Engelsk","0","http://eer.ccsenet.org"
"477921","US-China Education Review. A","08-Jun-2023 11:40:28","US-China Education Review. A","1","2161-623X","","","Pedagogikk og utdanning","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","21354","2011","","David Publishing Company","","USA","Engelsk","0","http://www.davidpublishing.com/davidpublishing/journals/J8/education2011/edu2011/512.html"
"477922","US-China Education Review. B","08-Jun-2023 11:40:28","US-China Education Review. B","1","2161-6248","","","Pedagogikk og utdanning","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","21354","2011","","David Publishing Company","","USA","Engelsk","0","http://www.davidpublishing.com/davidpublishing/journals/J8/education2011/edu2011/512.html"
"477923","Empirical Research in Religion and Human Rights","08-Jun-2023 11:42:57","Empirical Research in Religion and Human Rights","1","1877-881X","","","Teologi og religionsvitenskap","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","2010","","","Brill","Nederland","Engelsk","0","http://www.brill.nl/publications/empirical-research-religion-and-human-rights"
"477924","African Journal of Accounting, Auditing and Finance","15-Aug-2023 13:31:38","African Journal of Accounting, Auditing and Finance","1","2046-8083","2046-8091","","Økonomisk-administrative fag","Samfunnsvitenskap","0","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","17842","2011","","InderScience Publishers","","Storbritannia","Engelsk","0","http://www.inderscience.com/browse/index.php?journalID=383#submission"
"477925","Journal of Oncology","06-Oct-2023 06:17:28","Journal of Oncology","1","1687-8450","1687-8469","","Onkologi","Medisin og helsefag","","X","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","18220","2008","","Hindawi Limited","","Storbritannia","Engelsk","0","https://www.hindawi.com/journals/jo/"
"477926","Advances in Materials Science and Engineering","06-Oct-2023 05:47:27","Advances in Materials Science and Engineering","1","1687-8434","1687-8442","DOAJ","Kjemi og materialteknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","18220","2008","","Hindawi Limited","","Storbritannia","Engelsk","0","https://www.hindawi.com/journals/amse/"
"477927","World Journal of Education","08-Jun-2023 11:40:28","World Journal of Education","1","1925-0746","1925-0754","","Pedagogikk og utdanning","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","2011","","","Sciedu Press","Canada","Engelsk","0","http://wje.sciedupress.com"
"477928","Land Tenure Journal","08-Jun-2023 11:42:57","Land Tenure Journal","1","2079-715X","2079-7168","","Biovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","5821","2011","","Food and Agriculture Organization of the United Nations (FAO)","","Italia","Engelsk","0","http://www.fao.org/nr/tenure/land-tenure-journal/index.php/LTJ/index"
"477929","Clinical Interventions in Aging","18-Aug-2023 13:56:25","Clinical Interventions in Aging","1","1176-9092","1178-1998","DOAJ","Geriatri","Medisin og helsefag","2","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","2006","","","Dove Medical Press Ltd.","Storbritannia","Engelsk","0","https://www.dovepress.com/clinical-interventions-in-aging-journal"
"477930","Journal of E-Government Studies and Best Practices","08-Jun-2023 11:40:28","Journal of E-Government Studies and Best Practices","1","","2155-4137","","Økonomisk-administrative fag","Samfunnsvitenskap","","0","0","0","0","0","1","1","1","1","1","1","1","1","","","","","","","","23315","2010","","International Business Information Management Association (IBIMA)","","USA","Engelsk","0","http://www.ibimapublishing.com/journals/JEGSBP/jegsbp.html"
"477931","Paidos: Tidsskrift for Norsk barnelegeforening","06-Jun-2023 12:22:29","Paidos: Tidsskrift for Norsk barnelegeforening","1","1503-5360","1503-867X","","Pediatri","Medisin og helsefag","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1985","","","Norsk Barnelegeforening","Norge","Norsk (bokmål)","0","http://www.legeforeningen.no/id/170927.0"
"477932","Teologinen Aikakauskirja","18-Aug-2023 13:56:25","Finnish Journal of Theology","1","0040-3555","","","Teologi og religionsvitenskap","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","6502","1896","","Helsingfors universitet","","Finland","Finsk","0","http://tatt.fi"
"477933","Review of Cognitive Linguistics","18-Aug-2023 13:56:25","Review of Cognitive Linguistics","1","1877-9751","1877-976X","","Lingvistikk","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","18269","2010","","John Benjamins Publishing Company","","Nederland","Engelsk","0","https://www.benjamins.com/catalog/rcl"
"477934","Suomen kirkkohistoriallisen seuran toimituksia","08-Jun-2023 11:39:34","Finska kyrkohistoriska samfundets handlingar","1","0356-0759","","","Teologi og religionsvitenskap","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1895","","","Suomen kirkkohistoriallinen seura","Finland","Finsk","0","http://www.skhs.fi/julktoim.htm"
"477935","Management and Production Engineering Review","18-Aug-2023 13:56:25","Management and Production Engineering Review","1","2080-8208","2082-1344","","Tverrfaglig teknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","2010","","","Polish Association for Production Management","Polen","Engelsk","0","http://www.review.univtech.eu/"
"477936","Journal of Personnel Psychology","18-Aug-2023 13:56:25","Journal of Personnel Psychology","1","1866-5888","2190-5150","","Psykologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","2002","","","Hogrefe Verlag GmbH & Co. KG","Tyskland","Engelsk","0","http://www.hogrefe.com/periodicals/journal-of-personnel-psychology/"
"477937","Rodina. Rossijskij istoritsjeskij zjurnal","15-Aug-2023 13:31:38","Rodina. Rossijskij istoritsjeskij zjurnal","1","0235-7089","","","Historie og Idéhistorie","Humaniora","0","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1989","","","Administratsiya Prezidenta Rossiiskoi Federatsii","Russland","Russisk","0","http://www.istrodina.com"
"477938","Idrott, historia & samhälle","08-Jun-2023 11:39:34","Idrott, historia & samhälle","1","0280-2775","","","Idrettsforskning","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1981","","","Svenska idrotthistoriska föreningen","Sverige","Svensk","0","http://www.svif.net/arsskriften.htm"
"477939","Analysis and Mathematical Physics","18-Aug-2023 13:56:25","Analysis and Mathematical Physics","1","1664-2368","1664-235X","","Matematikk","Realfag og teknologi","2","2","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","18096","2011","","Birkhäuser Verlag","","Sveits","Engelsk","0","http://www.springer.com/birkhauser/mathematics/journal/13324"
