"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"444230","Kybernetika (Praha)","08-Oct-2023 12:52:21","Kybernetika (Praha)","1","0023-5954","1805-949X","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1965","","","International journal of Institute of Information Theory and Automation","Tsjekkia","Tsjekkisk","0","https://www.kybernetika.cz/"
"444231","Kyklos (Basel)","18-Aug-2023 13:56:25","Kyklos (Basel)","1","0023-5962","1467-6435","","Samfunnsøkonomi","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1947","","","","","","0","http://eu.wiley.com/WileyCDA/"
"444232","Kyoiku shinrigaku kenkyu","18-Aug-2023 13:56:25","Kyoiku shinrigaku kenkyu","1","0021-5015","","","Psykologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1953","","","","","","0","NA"
"444233","L' Année Biologique","06-Jun-2023 12:22:29","L' Année Biologique","1","0003-5017","1879-1816","","Biovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1897","","","","","","0","http://www.sciencedirect.com/science/journal/00035017"
"444234","l'esprit créateur","18-Aug-2023 13:56:25","l'esprit créateur","1","0014-0767","1931-0234","","Romansk","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18271","1961","","Johns Hopkins University Press","University of Minnesota, Department of French and Italian","USA","Engelsk","0","https://www.press.jhu.edu/journals/lesprit_createur/"
"444235","L´ oeil","18-Aug-2023 13:56:25","L´ oeil","1","0029-862X","2116-6382","","Kunsthistorie","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1955","","","","","","0","NA"
"444236","La  Semaine des hôpitaux de Paris","15-Feb-2016 14:02:49","La  Semaine des hôpitaux de Paris","0","0037-1777","","","Generell medisin","Medisin og helsefag","","","","","","","","","","","","","","","","","","","","","1","","1925","1999","","","","","0","NA"
"444237","La Corónica : a journal of medieval Spanish language and literature","08-Jun-2023 11:39:34","La Corónica : a journal of medieval Spanish language and literature","1","0193-3892","1947-4261","","Romansk","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1972","","","","USA","Engelsk","0","http://muse.jhu.edu/journal/452"
"444238","La houille blanche","08-Jun-2023 11:42:57","La houille blanche","1","0018-6368","1958-5551","","Tverrfaglig teknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1902","","","","","","0","http://publications.edpsciences.org/"
"444239","La linguistique","18-Aug-2023 13:56:25","La linguistique","1","0075-966X","2101-0234","","Lingvistikk","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18385","1965","","Presses Universitaires de France","","Frankrike","Fransk","0","http://www.cairn.info/revue-la-linguistique.htm"
"444240","La Médicale","18-Aug-2023 13:56:25","La Médicale","1","0755-4982","2213-0276","","Generell medisin","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1983","","","","","","0","http://www.sciencedirect.com/science/journal/07554982"
"444241","La Nouvelle revue francaise","18-Aug-2023 13:56:25","La Nouvelle revue francaise","1","0029-4802","","","Romansk","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1908","","","","","","0","NA"
"444242","La Parola del passato: rivista di studi antichi","08-Jun-2023 11:42:57","La Parola del passato: rivista di studi antichi","1","0031-2355","","","Gresk og latin","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1946","","","Gaetano Macchiaroli editore","Italia","Flerspråklig","0","http://www.arborsapientiae.com/rivista/472/la-parola-del-passato-rivista-di-studi-antichi-issn-0031-2355.html"
"444243","La Pensée","18-Aug-2023 13:56:25","La Pensée","1","0031-4773","","","Filosofi","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1939","","","Espaces Marx","","","0","http://www.espaces-marx.net/"
"444244","La Psychiatrie de l´enfant","15-Aug-2023 13:31:38","La Psychiatrie de l´enfant","1","0079-726X","2102-5320","","Psykiatri","Medisin og helsefag","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1958","","","","","","0","http://www.puf.com/wiki/Accueil"
"444245","La Revue du Louvre et des musées de France","03-Apr-2017 20:13:02","La Revue du Louvre et des musées de France","0","0035-2608","","","Kunsthistorie","Humaniora","","","","","","","","","","","","","","","","","","1","1","1","1","","1961","2007","","","Frankrike","","0","http://N/A"
"444246","La Revue Mandenkan","18-Aug-2023 13:56:25","Mandenkan","1","0752-5443","","","Asia- Midtøsten- og Nord-Afrikastudier","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","2000","","","Institut national des langues et civilisations orientales","Frankrike","Fransk","0","http://llacan.vjf.cnrs.fr/pub_mandenkan.php"
"444247","La Rivista del Nuovo Cimento","18-Aug-2023 13:56:25","La Rivista del Nuovo Cimento","1","0393-697X","1826-9850","","Fysikk","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","22512","1971","","Springer","","Italia","Engelsk","0","https://www.springer.com/journal/40766"
"444248","Lab animal","18-Aug-2023 13:56:25","Lab animal","1","0093-7355","1548-4475","","Veterinærmedisin","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1972","","","Nature Portfolio","","","0","https://www.nature.com/laban"
"444249","Lab on a Chip","18-Aug-2023 13:56:25","Lab on a Chip","1","1473-0197","1473-0189","","Kjemi og materialteknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","19875","2001","","Royal Society of Chemistry (RSC)","","Storbritannia","","0","http://www.rsc.org/journals-books-databases/about-journals/lab-on-a-chip/"
"444250","Labor History","18-Aug-2023 13:56:25","Labor History","1","0023-656X","1469-9702","","Historie og Idéhistorie","Humaniora","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18402","1960","","Routledge","","Storbritannia","Engelsk","0","http://www.tandfonline.com/loi/clah20"
"444251","Labor Studies Journal","18-Aug-2023 13:56:25","Labor Studies Journal","1","0160-449X","1538-9758","","Økonomisk-administrative fag","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18498","1976","","West Virginia University Press","","USA","","0","http://muse.jhu.edu/journals/lab/"
"444252","Laboratoriums Medizin","26-May-2021 17:05:10","Laboratoriums Medizin","0","0342-3026","1439-0477","","Biomedisin","Medisin og helsefag","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18493","1984","2017","Walter de Gruyter (De Gruyter)","","","Flerspråklig","0","http://NA"
"444253","Laboratory animal science (Chicago)","15-Feb-2016 14:02:49","Laboratory animal science (Chicago)","0","0023-6764","","","Biovitenskap","Realfag og teknologi","","","","","","","","","","","","","","","","","","","","","2","","1971","1999","","","","","0","NA"
"444254","Laboratory Automation & Information Management","15-Aug-2023 13:31:38","Laboratory Automation & Information Management","1","1381-141X","1873-2488","","Biblioteks- og informasjonsvitenskap","Samfunnsvitenskap","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1995","","","","","","0","http://www.sciencedirect.com/science/journal/1381141X"
"444255","Laboratory Hematology","15-Aug-2023 13:31:38","Laboratory Hematology","1","1080-2924","1523-6528","","Hematologi","Medisin og helsefag","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1995","","","","","","0","NA"
"444256","Laboratory medicine","18-Aug-2023 13:56:25","Laboratory medicine","1","0007-5027","1943-7730","","Biomedisin","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1970","","","","","","0","http://www.oxfordjournals.org/"
"444257","Laboratory robotics and automation (Print)","06-Jun-2023 12:22:29","Laboratory robotics and automation (Print)","1","0895-7533","1098-2728","","Konstruksjonsfag","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1989","","","","","","0","http://eu.wiley.com/WileyCDA/Brand/id-35.html"
"444258","Labour (Halifax)","18-Aug-2023 13:56:25","Labour (Halifax)","1","0700-3862","1911-4842","","Historie og Idéhistorie","Humaniora","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1976","","","","","","0","http://www.aupress.ca/index.php"
"444259","L'actualité chimique","18-Aug-2023 13:56:25","L'actualité chimique","1","0151-9093","2105-2409","","Kjemi og materialteknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1973","","","","","","0","NA"
"444260","Le Lait","06-Jun-2023 12:22:29","Le Lait","1","0023-7302","1297-9694","","Biovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1921","","","","","","0","http://www.elsevier.com/"
