"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"481260","Lingue e linguaggi","08-Jun-2023 11:42:57","Lingue e linguaggi","1","2239-0367","2239-0359","DOAJ","Lingvistikk","Humaniora","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","2008","","","Pensa MultiMedia","Italia","Italiensk","0","http://siba-ese.unisalento.it/index.php/linguelinguaggi"
"481261","Langages, Éditions de l'université de Savoie","15-Aug-2023 13:31:38","Langages, Éditions de l'université de Savoie","1","1952-0891","","","Lingvistikk","Humaniora","0","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","2006","","","Université de Savoie, Laboratoire Langages, littératures, sociétés","Frankrike","Fransk","0","http://www.lcdpu.fr/collections/?collection_id=1616"
"481262","Proceedings of the JFPS International symposium on fluid power","06-Jun-2023 12:22:29","Proceedings of the JFPS International symposium on fluid power","1","","2185-6303","","Tverrfaglig teknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1989","","","The Japan Fluid Power System Society","Japan","Engelsk","1","https://www.jstage.jst.go.jp/browse/isfp1989/_pubinfo"
"481263","Securitas Vialis","15-Aug-2023 13:31:38","Securitas Vialis","0","1888-9697","1989-1679","","Tverrfaglig samfunnsforskning","Samfunnsvitenskap","0","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","22512","2008","2017","Springer","","Spania","Flerspråklig","0","http://www.springer.com/engineering/journal/12615"
"481264","Dentistry","06-Jun-2023 12:22:29","Dentistry","1","","2161-1122","","Odontologi","Medisin og helsefag","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","2011","","","OMICS publishing group","USA","Engelsk","0","http://www.omicsonline.org/dentistry.php"
"481265","Twentyfirst","15-Feb-2016 14:02:49","Twentyfirst","0","2246-1612","","","Arkitektur og design","Humaniora","","","","","","","","","","","1","","","","","","","","","","","","2013","2014","","Arkitektens Forlag","Danmark","Flerspråklig","0","http://arkfo.dk/da/shop/product/twentyfirst-01-2013"
"481266","Corporate Real Estate Journal","08-Jun-2023 11:40:28","Corporate Real Estate Journal","1","2043-9148","2043-9156","","Økonomisk-administrative fag","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","2010","","","Henry Stewart Publications","Storbritannia","Engelsk","0","http://www.henrystewartpublications.com/crej"
"481267","Orthopedic Reviews","18-Aug-2023 13:56:25","Orthopedic Reviews","1","","2035-8164","DOAJ","Kirurgiske fag","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","2009","","","PAGEPress","Italia","Engelsk","0","http://www.pagepress.org/journals/index.php/or"
"481268","Micro and Nanosystems","18-Aug-2023 13:56:25","Micro and Nanosystems","1","1876-4029","1876-4037","","Tverrfaglig teknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","26744","2009","","Bentham Science Publishers","","Nederland","Engelsk","0","http://www.eurekaselect.com/683/journal/micro-and-nanosystems"
"481269","International Journal of Advanced Computer Science and Applications (IJACSA)","18-Aug-2023 13:56:25","International Journal of Advanced Computer Science and Applications (IJACSA)","1","2158-107X","2156-5570","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","26529","2010","","The Science and Information Organization","","USA","Engelsk","0","http://thesai.org/Publications/IJACSA"
